Пол;Возраст;Регион;Количество детей;Трудоустроен;Годовой доход;Отрасль
м;32;Липецкая область;0;1;2380268;Продукты питания
м;36;Омская область;1;0;0;NULL
ж;65;Иркутская область;0;0;0;NULL
м;71;Ямало - Ненецкий автономный округ;0;1;2114645;Искусство, культура
ж;61;Республика Коми;2;0;0;NULL
ж;64;Ставропольский край;0;1;641130;Управление многопрофильными активами
м;86;Смоленская область;0;1;1117988;Нефть и газ
ж;22;Владимирская область;2;0;0;NULL
м;60;Приморский край;0;0;0;NULL
ж;71;Ивановская область;2;1;42390;Государственные организации
м;38;Магаданская область;0;0;0;NULL
м;54;Новгородская область;1;1;196352;Государственные организации
м;22;Мурманская область;0;1;793788;Металлургия, металлообработка
ж;72;Нижегородская область;0;1;333522;Общественная деятельность, партии, благотворительность, НКО
ж;14;Липецкая область;2;0;0;NULL
м;82;Ростовская область;2;0;0;NULL
м;87;Московская область;2;0;0;NULL
ж;24;Республика Хакасия;0;1;2285388;Автомобильный бизнес
ж;63;Санкт - Петербург;1;0;0;NULL
ж;27;Новосибирская область;2;1;1088038;Электроника, приборостроение, бытовая техника, компьютеры и оргтехника
ж;70;Республика Дагестан;2;1;209088;Информационные технологии, системная интеграция, интернет
м;53;Красноярский край;0;1;399452;Лесная промышленность, деревообработка
ж;30;Еврейская автономная область;2;1;368140;Гостинницы, рестораны, общепит, кейтеринг
ж;38;Кировская область;2;0;0;NULL
ж;21;Ульяновская область;1;0;0;NULL
ж;20;Псковская область;2;1;468312;Добывающая отрасль
м;31;Республика Башкортостан;1;1;329771;Энергетика
ж;29;Ивановская область;0;1;1808640;Государственные организации
м;71;Владимирская область;0;1;1280550;Автомобильный бизнес
м;34;Красноярский край;0;0;0;NULL
м;48;Хабаровский край;0;1;1808942;Промышленное оборудование, техника, станки и комплектующие
